2023-10-08 14:33:51,567 [INFO] core.trainer: {'data_root': '/home/bzx_yjy/FS/miniImageNet--ravi', 'image_size': 84, 'use_memory': False, 'augment': True, 'augment_times': 1, 'augment_times_query': 1, 'workers': 8, 'dataloader_num': 1, 'device_ids': '0,1', 'n_gpu': 2, 'seed': 2147483647, 'deterministic': True, 'port': 30537, 'log_name': None, 'log_level': 'info', 'log_interval': 100, 'log_paramerter': False, 'result_root': './results', 'save_interval': 10, 'save_part': ['emb_func'], 'tag': None, 'epoch': 50, 'test_epoch': 5, 'parallel_part': ['emb_func'], 'pretrain_path': None, 'resume': False, 'way_num': 5, 'shot_num': 5, 'query_num': 15, 'test_way': 5, 'test_shot': 5, 'test_query': 15, 'episode_size': 2, 'train_episode': 10000, 'test_episode': 1000, 'batch_size': 128, 'val_per_epoch': 1, 'optimizer': {'name': 'SGD', 'kwargs': {'lr': 0.01}, 'other': None}, 'lr_scheduler': {'name': 'StepLR', 'kwargs': {'gamma': 1.0, 'step_size': 20}}, 'warmup': 0, 'includes': ['headers/data.yaml', 'headers/device.yaml', 'headers/misc.yaml', 'headers/model.yaml', 'headers/optimizer.yaml', 'classifiers/Proto.yaml', 'backbones/resnet12.yaml'], 'backbone': {'name': 'Conv64F', 'kwargs': {'is_flatten': True, 'is_feature': False, 'leaky_relu': False, 'negative_slope': 0.2, 'last_pool': True}}, 'classifier': {'name': 'ProtoNet', 'kwargs': None}, 'tb_scale': 10.0, 'rank': 0}
2023-10-08 14:33:51,610 [INFO] core.trainer: ProtoNet(
  (emb_func): Conv64F(
    (layer1): Sequential(
      (0): Conv2d(3, 64, kernel_size=(3, 3), stride=(1, 1), padding=(1, 1))
      (1): BatchNorm2d(64, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
      (2): ReLU(inplace=True)
      (3): MaxPool2d(kernel_size=2, stride=2, padding=0, dilation=1, ceil_mode=False)
    )
    (layer2): Sequential(
      (0): Conv2d(64, 64, kernel_size=(3, 3), stride=(1, 1), padding=(1, 1))
      (1): BatchNorm2d(64, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
      (2): ReLU(inplace=True)
      (3): MaxPool2d(kernel_size=2, stride=2, padding=0, dilation=1, ceil_mode=False)
    )
    (layer3): Sequential(
      (0): Conv2d(64, 64, kernel_size=(3, 3), stride=(1, 1), padding=(1, 1))
      (1): BatchNorm2d(64, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
      (2): ReLU(inplace=True)
    )
    (layer3_maxpool): MaxPool2d(kernel_size=2, stride=2, padding=0, dilation=1, ceil_mode=False)
    (layer4): Sequential(
      (0): Conv2d(64, 64, kernel_size=(3, 3), stride=(1, 1), padding=(1, 1))
      (1): BatchNorm2d(64, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
      (2): ReLU(inplace=True)
    )
    (layer4_pool): MaxPool2d(kernel_size=2, stride=2, padding=0, dilation=1, ceil_mode=False)
  )
  (proto_layer): ProtoLayer()
  (loss_func): CrossEntropyLoss()
)
2023-10-08 14:33:51,622 [INFO] core.trainer: Trainable params in the model: 113088
2023-10-08 14:33:51,681 [INFO] core.trainer: load 38400 train image with 64 label.
2023-10-08 14:34:04,477 [INFO] core.trainer: load 9600 val image with 16 label.
2023-10-08 14:34:18,053 [INFO] core.trainer: load 12000 test image with 20 label.
2023-10-08 14:34:31,436 [INFO] core.trainer: SGD (
Parameter Group 0
    dampening: 0
    differentiable: False
    foreach: None
    initial_lr: 0.01
    lr: 0.01
    maximize: False
    momentum: 0
    nesterov: False
    weight_decay: 0
)
2023-10-08 14:34:31,443 [INFO] core.trainer: ============ Train on the train set ============
2023-10-08 14:34:31,445 [INFO] core.trainer: learning rate: [0.01]
2023-10-08 14:34:49,814 [INFO] core.trainer: Epoch-(0): [100/10000]	Time 0.493 (0.367)	Calc 0.476 (0.347)	Data 0.002 (0.002)	Loss 1.883 (16.395)	Acc@1 24.667 (31.213)
2023-10-08 14:34:58,660 [INFO] core.trainer: Epoch-(0): [200/10000]	Time 0.287 (0.271)	Calc 0.267 (0.227)	Data 0.002 (0.027)	Loss 1.490 (8.971)	Acc@1 34.000 (31.373)
2023-10-08 14:35:08,018 [INFO] core.trainer: Epoch-(0): [300/10000]	Time 0.448 (0.243)	Calc 0.296 (0.177)	Data 0.141 (0.048)	Loss 1.661 (6.492)	Acc@1 20.667 (31.422)
2023-10-08 14:35:16,478 [INFO] core.trainer: Epoch-(0): [400/10000]	Time 0.072 (0.224)	Calc 0.058 (0.157)	Data 0.006 (0.049)	Loss 1.532 (5.257)	Acc@1 36.000 (31.613)
2023-10-08 14:35:25,811 [INFO] core.trainer: Epoch-(0): [500/10000]	Time 0.247 (0.217)	Calc 0.035 (0.137)	Data 0.192 (0.061)	Loss 1.528 (4.515)	Acc@1 30.000 (31.808)
2023-10-08 14:35:34,205 [INFO] core.trainer: Epoch-(0): [600/10000]	Time 0.096 (0.208)	Calc 0.089 (0.125)	Data 0.002 (0.065)	Loss 1.393 (4.014)	Acc@1 38.000 (32.162)
2023-10-08 14:35:43,523 [INFO] core.trainer: Epoch-(0): [700/10000]	Time 0.055 (0.205)	Calc 0.042 (0.119)	Data 0.001 (0.068)	Loss 1.408 (3.656)	Acc@1 36.000 (32.265)
2023-10-08 14:35:53,096 [INFO] core.trainer: Epoch-(0): [800/10000]	Time 0.147 (0.203)	Calc 0.115 (0.122)	Data 0.001 (0.063)	Loss 1.383 (3.385)	Acc@1 34.667 (32.528)
2023-10-08 14:36:02,026 [INFO] core.trainer: Epoch-(0): [900/10000]	Time 0.211 (0.201)	Calc 0.036 (0.122)	Data 0.159 (0.059)	Loss 1.374 (3.175)	Acc@1 42.667 (32.677)
2023-10-08 14:36:11,062 [INFO] core.trainer: Epoch-(0): [1000/10000]	Time 0.086 (0.198)	Calc 0.062 (0.125)	Data 0.001 (0.054)	Loss 1.618 (3.010)	Acc@1 34.000 (32.793)
2023-10-08 14:36:19,557 [INFO] core.trainer: Epoch-(0): [1100/10000]	Time 0.069 (0.196)	Calc 0.051 (0.127)	Data 0.001 (0.050)	Loss 1.520 (2.874)	Acc@1 38.667 (32.887)
2023-10-08 14:36:28,969 [INFO] core.trainer: Epoch-(0): [1200/10000]	Time 0.082 (0.195)	Calc 0.062 (0.127)	Data 0.002 (0.049)	Loss 1.639 (2.761)	Acc@1 26.667 (32.937)
2023-10-08 14:36:37,876 [INFO] core.trainer: Epoch-(0): [1300/10000]	Time 0.461 (0.194)	Calc 0.047 (0.123)	Data 0.394 (0.052)	Loss 1.541 (2.664)	Acc@1 32.000 (33.054)
2023-10-08 14:36:46,642 [INFO] core.trainer: Epoch-(0): [1400/10000]	Time 0.079 (0.192)	Calc 0.056 (0.122)	Data 0.001 (0.051)	Loss 1.640 (2.577)	Acc@1 32.000 (33.321)
2023-10-08 14:36:56,070 [INFO] core.trainer: Epoch-(0): [1500/10000]	Time 0.739 (0.192)	Calc 0.107 (0.122)	Data 0.585 (0.051)	Loss 1.555 (2.506)	Acc@1 38.667 (33.402)
2023-10-08 14:37:05,224 [INFO] core.trainer: Epoch-(0): [1600/10000]	Time 0.744 (0.191)	Calc 0.059 (0.118)	Data 0.675 (0.054)	Loss 1.248 (2.442)	Acc@1 42.667 (33.493)
2023-10-08 14:37:14,100 [INFO] core.trainer: Epoch-(0): [1700/10000]	Time 0.408 (0.191)	Calc 0.085 (0.115)	Data 0.305 (0.056)	Loss 1.112 (2.384)	Acc@1 45.333 (33.616)
2023-10-08 14:37:23,585 [INFO] core.trainer: Epoch-(0): [1800/10000]	Time 0.093 (0.190)	Calc 0.064 (0.113)	Data 0.002 (0.058)	Loss 1.343 (2.333)	Acc@1 40.000 (33.729)
